location,year,month,value_type,avg_value
59,2019,3,humidity,51.14
59,2019,3,P2,10.12
59,2019,4,P2,7.64
59,2019,4,P1,30.85
59,2019,4,humidity,60.23
59,2019,4,temperature,25.1
59,2019,5,P1,38.25
59,2019,5,temperature,23.94
59,2019,5,P2,14.25
59,2019,5,humidity,68.17
59,2019,6,P2,15.26
59,2019,6,P1,38.78
59,2019,6,temperature,22.12
59,2019,6,humidity,71.69
59,2019,7,humidity,41.49
59,2019,7,temperature,29.84
59,2019,7,P2,17.35
59,2019,7,P1,75.19
59,2019,8,humidity,64.78
59,2019,8,P1,16.31
59,2019,8,P2,4.57
59,2019,8,temperature,22.49
59,2019,9,P1,0.48
59,2019,9,humidity,69.78
59,2019,9,temperature,22.38
59,2019,9,P2,0.37
59,2019,11,P2,10.45
59,2019,11,temperature,20.69
59,2019,11,P1,17.66
59,2019,11,humidity,94.34
60,2019,1,P1,23.62
60,2019,1,temperature,27.35
60,2019,1,humidity,39.08
60,2019,1,P2,6.09
60,2019,2,temperature,27.19
60,2019,2,humidity,37.78
60,2019,2,P1,24.6
60,2019,2,P2,7.43
60,2019,3,P2,7.04
60,2019,3,P1,23.19
60,2019,3,temperature,27.81
60,2019,3,humidity,37.42
60,2019,4,temperature,27.02
60,2019,4,P1,14.79
60,2019,4,humidity,44.21
60,2019,4,P2,4.93
60,2019,5,P2,7.89
60,2019,5,P1,18.67
60,2019,5,temperature,25.48
60,2019,5,humidity,51.81
60,2019,6,humidity,51.1
60,2019,6,P2,11.41
60,2019,6,P1,26.62
60,2019,6,temperature,26.47
60,2019,7,P1,11.23
60,2019,7,temperature,21.54
60,2019,7,P2,6.64
60,2019,7,humidity,55.12
60,2019,8,humidity,78.39
60,2019,8,P1,17.37
60,2019,8,P2,8.18
60,2019,8,temperature,22.07
60,2019,9,P1,26.84
60,2019,9,humidity,63.91
60,2019,9,temperature,20.04
60,2019,9,P2,11.89
60,2019,11,humidity,76.0
60,2019,11,temperature,22.13
60,2019,11,P2,9.81
60,2019,11,P1,15.87
61,2019,1,temperature,23.94
61,2019,1,humidity,55.55
61,2019,1,P2,3.37
61,2019,1,P1,8.93
61,2019,2,P1,23.19
61,2019,2,humidity,54.2
61,2019,2,P2,5.53
61,2019,2,temperature,24.2
61,2019,3,P1,27.06
61,2019,3,temperature,25.54
61,2019,3,P2,6.74
61,2019,3,humidity,50.6
61,2019,4,P1,20.0
61,2019,4,temperature,24.51
61,2019,4,P2,5.9
61,2019,4,humidity,61.96
61,2019,5,P1,25.65
61,2019,5,humidity,76.08
61,2019,5,temperature,21.86
61,2019,5,P2,8.92
61,2019,6,humidity,79.57
61,2019,6,temperature,20.04
61,2019,6,P2,6.94
61,2019,6,P1,17.12
61,2019,7,temperature,20.56
61,2019,7,humidity,66.59
61,2019,7,P2,8.23
61,2019,7,P1,23.61
61,2019,8,P1,23.59
61,2019,8,humidity,68.02
61,2019,8,temperature,20.39
61,2019,8,P2,8.9
61,2019,9,P1,19.99
61,2019,9,temperature,22.01
61,2019,9,P2,7.85
61,2019,9,humidity,64.22
61,2019,10,P2,4.96
61,2019,10,temperature,21.68
61,2019,10,humidity,79.1
61,2019,10,P1,12.03
61,2019,11,P1,11.31
61,2019,11,temperature,22.59
61,2019,11,P2,5.16
61,2019,11,humidity,76.95
62,2019,2,P1,15.24
62,2019,2,P2,6.05
62,2019,2,temperature,28.1
62,2019,2,humidity,44.85
62,2019,3,humidity,39.34
62,2019,3,P2,6.63
62,2019,3,P1,16.51
62,2019,3,temperature,29.68
62,2019,4,P1,8.78
62,2019,4,P2,4.16
62,2019,4,humidity,49.45
62,2019,4,temperature,27.74
62,2019,5,humidity,54.0
62,2019,5,P2,6.9
62,2019,5,P1,12.74
62,2019,5,temperature,26.19
62,2019,7,P2,5.5
62,2019,7,temperature,22.7
62,2019,7,humidity,50.3
62,2019,7,P1,13.9
63,2019,5,P2,1.69
63,2019,5,P1,3.8
63,2019,5,temperature,21.49
63,2019,5,humidity,92.98
63,2019,6,humidity,91.17
63,2019,6,P1,35.66
63,2019,6,temperature,23.33
63,2019,6,P2,24.33
63,2019,7,P1,24.14
63,2019,7,humidity,87.24
63,2019,7,temperature,20.78
63,2019,7,P2,10.43
63,2019,9,P2,26.31
63,2019,9,humidity,77.29
63,2019,9,P1,36.83
63,2019,9,temperature,22.05
63,2019,10,humidity,87.09
63,2019,10,temperature,21.64
63,2019,10,P2,20.12
63,2019,10,P1,27.55
67,2019,6,P1,22.7
67,2019,6,temperature,21.74
67,2019,6,humidity,65.97
67,2019,6,P2,10.9
67,2019,7,P2,11.85
67,2019,7,temperature,22.08
67,2019,7,humidity,59.11
67,2019,7,P1,24.53
67,2019,8,temperature,22.06
67,2019,8,humidity,59.74
67,2019,8,P2,9.72
67,2019,8,P1,20.56
67,2019,9,humidity,57.98
67,2019,9,temperature,23.14
67,2019,9,P1,19.47
67,2019,9,P2,9.84
67,2019,10,P2,4.74
67,2019,10,humidity,69.13
67,2019,10,temperature,23.08
67,2019,10,P1,10.22
67,2019,11,P1,10.5
67,2019,11,P2,5.9
67,2019,11,humidity,73.55
67,2019,11,temperature,22.94
68,2019,7,P1,28.67
68,2019,7,temperature,22.18
68,2019,7,humidity,58.57
68,2019,7,P2,11.37
68,2019,8,P1,19.57
68,2019,8,temperature,19.44
68,2019,8,humidity,78.45
68,2019,8,P2,6.99
68,2019,9,temperature,20.57
68,2019,9,P2,7.48
68,2019,9,P1,20.11
68,2019,9,humidity,77.32
68,2019,10,P2,2.2
68,2019,10,temperature,20.11
68,2019,10,humidity,89.36
68,2019,10,P1,6.84
68,2019,11,P1,4.69
68,2019,11,P2,2.52
68,2019,11,humidity,91.26
68,2019,11,temperature,20.58
69,2019,8,temperature,100.0
69,2019,8,P1,10.38
69,2019,8,P2,4.27
69,2019,8,humidity,100.0
69,2019,9,P1,10.16
69,2019,9,temperature,100.0
69,2019,9,P2,4.48
69,2019,9,humidity,100.0
69,2019,11,P1,23.28
69,2019,11,humidity,100.0
69,2019,11,P2,5.77
69,2019,11,temperature,100.0
70,2019,9,P1,45.09
70,2019,9,temperature,23.16
70,2019,9,P2,20.86
70,2019,9,humidity,57.74
70,2019,10,P1,24.63
70,2019,10,P2,15.14
70,2019,10,temperature,23.41
70,2019,10,humidity,69.77
70,2019,11,P2,12.0
70,2019,11,temperature,24.32
70,2019,11,humidity,71.92
70,2019,11,P1,20.15
71,2019,10,P1,2.62
71,2019,10,P2,2.0
71,2019,10,temperature,100.0
71,2019,10,humidity,100.0
